from_unit,to_unit,factor,category,description
gallon_uk,quart_uk,4.0,volume,Convert gallon_uk to quart_uk: multiply by 4.0
gallon_uk,pint_uk,8.0,volume,Convert gallon_uk to pint_uk: multiply by 8.0
gallon_uk,fluid_ounce_uk,160.0,volume,Convert gallon_uk to fluid_ounce_uk: multiply by 160.00000000000003
gallon_uk,barrel_oil,0.028594045845,volume,Convert gallon_uk to barrel_oil: multiply by 0.02859404584535369
gallon_uk,bushel_us,0.129007092936,volume,Convert gallon_uk to bushel_us: multiply by 0.12900709293608761
gallon_uk,peck_us,0.516028371744,volume,Convert gallon_uk to peck_us: multiply by 0.5160283717443505
quart_uk,liter,1.1365225,volume,Convert quart_uk to liter: multiply by 1.1365225
quart_uk,milliliter,1136.5225,volume,Convert quart_uk to milliliter: multiply by 1136.5225
quart_uk,centiliter,113.65225,volume,Convert quart_uk to centiliter: multiply by 113.65225000000001
quart_uk,deciliter,11.365225,volume,Convert quart_uk to deciliter: multiply by 11.365225
quart_uk,hectoliter,0.011365225,volume,Convert quart_uk to hectoliter: multiply by 0.011365225000000001
quart_uk,cubic_meter,0.0011365225,volume,Convert quart_uk to cubic_meter: multiply by 0.0011365225
quart_uk,cubic_centimeter,1136.5225,volume,Convert quart_uk to cubic_centimeter: multiply by 1136.5225
quart_uk,gallon_us,0.300237481376,volume,Convert quart_uk to gallon_us: multiply by 0.30023748137621376
quart_uk,quart_us,1.200949925505,volume,Convert quart_uk to quart_us: multiply by 1.200949925504855
quart_uk,pint_us,2.40189985101,volume,Convert quart_uk to pint_us: multiply by 2.40189985100971
quart_uk,cup_us,4.803799702019,volume,Convert quart_uk to cup_us: multiply by 4.80379970201942
quart_uk,fluid_ounce_us,38.430397616155,volume,Convert quart_uk to fluid_ounce_us: multiply by 38.43039761615536
quart_uk,tablespoon_us,76.860795232311,volume,Convert quart_uk to tablespoon_us: multiply by 76.86079523231072
quart_uk,teaspoon_us,230.582385696932,volume,Convert quart_uk to teaspoon_us: multiply by 230.58238569693216
quart_uk,gallon_uk,0.25,volume,Convert quart_uk to gallon_uk: multiply by 0.25
quart_uk,pint_uk,2.0,volume,Convert quart_uk to pint_uk: multiply by 2.0
quart_uk,fluid_ounce_uk,40.0,volume,Convert quart_uk to fluid_ounce_uk: multiply by 40.00000000000001
quart_uk,barrel_oil,0.007148511461,volume,Convert quart_uk to barrel_oil: multiply by 0.007148511461338422
quart_uk,bushel_us,0.032251773234,volume,Convert quart_uk to bushel_us: multiply by 0.032251773234021903
quart_uk,peck_us,0.129007092936,volume,Convert quart_uk to peck_us: multiply by 0.12900709293608761
pint_uk,liter,0.56826125,volume,Convert pint_uk to liter: multiply by 0.56826125
pint_uk,milliliter,568.26125,volume,Convert pint_uk to milliliter: multiply by 568.26125
pint_uk,centiliter,56.826125,volume,Convert pint_uk to centiliter: multiply by 56.826125000000005
pint_uk,deciliter,5.6826125,volume,Convert pint_uk to deciliter: multiply by 5.6826125
pint_uk,hectoliter,0.0056826125,volume,Convert pint_uk to hectoliter: multiply by 0.005682612500000001
pint_uk,cubic_meter,0.00056826125,volume,Convert pint_uk to cubic_meter: multiply by 0.00056826125
pint_uk,cubic_centimeter,568.26125,volume,Convert pint_uk to cubic_centimeter: multiply by 568.26125
pint_uk,gallon_us,0.150118740688,volume,Convert pint_uk to gallon_us: multiply by 0.15011874068810688
pint_uk,quart_us,0.600474962752,volume,Convert pint_uk to quart_us: multiply by 0.6004749627524275
pint_uk,pint_us,1.200949925505,volume,Convert pint_uk to pint_us: multiply by 1.200949925504855
pint_uk,cup_us,2.40189985101,volume,Convert pint_uk to cup_us: multiply by 2.40189985100971
pint_uk,fluid_ounce_us,19.215198808078,volume,Convert pint_uk to fluid_ounce_us: multiply by 19.21519880807768
pint_uk,tablespoon_us,38.430397616155,volume,Convert pint_uk to tablespoon_us: multiply by 38.43039761615536
pint_uk,teaspoon_us,115.291192848466,volume,Convert pint_uk to teaspoon_us: multiply by 115.29119284846608
pint_uk,gallon_uk,0.125,volume,Convert pint_uk to gallon_uk: multiply by 0.125
pint_uk,quart_uk,0.5,volume,Convert pint_uk to quart_uk: multiply by 0.5
pint_uk,fluid_ounce_uk,20.0,volume,Convert pint_uk to fluid_ounce_uk: multiply by 20.000000000000004
pint_uk,barrel_oil,0.003574255731,volume,Convert pint_uk to barrel_oil: multiply by 0.003574255730669211
pint_uk,bushel_us,0.016125886617,volume,Convert pint_uk to bushel_us: multiply by 0.016125886617010952
pint_uk,peck_us,0.064503546468,volume,Convert pint_uk to peck_us: multiply by 0.06450354646804381
fluid_ounce_uk,liter,0.0284130625,volume,Convert fluid_ounce_uk to liter: multiply by 0.0284130625
fluid_ounce_uk,milliliter,28.4130625,volume,Convert fluid_ounce_uk to milliliter: multiply by 28.4130625
fluid_ounce_uk,centiliter,2.84130625,volume,Convert fluid_ounce_uk to centiliter: multiply by 2.8413062499999997
fluid_ounce_uk,deciliter,0.284130625,volume,Convert fluid_ounce_uk to deciliter: multiply by 0.28413062499999997
fluid_ounce_uk,hectoliter,0.000284130625,volume,Convert fluid_ounce_uk to hectoliter: multiply by 0.000284130625
fluid_ounce_uk,cubic_meter,2.8413062e-05,volume,Convert fluid_ounce_uk to cubic_meter: multiply by 2.8413062499999998e-05
fluid_ounce_uk,cubic_centimeter,28.4130625,volume,Convert fluid_ounce_uk to cubic_centimeter: multiply by 28.4130625
fluid_ounce_uk,gallon_us,0.007505937034,volume,Convert fluid_ounce_uk to gallon_us: multiply by 0.007505937034405343
fluid_ounce_uk,quart_us,0.030023748138,volume,Convert fluid_ounce_uk to quart_us: multiply by 0.030023748137621372
fluid_ounce_uk,pint_us,0.060047496275,volume,Convert fluid_ounce_uk to pint_us: multiply by 0.060047496275242744
fluid_ounce_uk,cup_us,0.12009499255,volume,Convert fluid_ounce_uk to cup_us: multiply by 0.12009499255048549
fluid_ounce_uk,fluid_ounce_us,0.960759940404,volume,Convert fluid_ounce_uk to fluid_ounce_us: multiply by 0.9607599404038839
fluid_ounce_uk,tablespoon_us,1.921519880808,volume,Convert fluid_ounce_uk to tablespoon_us: multiply by 1.9215198808077678
fluid_ounce_uk,teaspoon_us,5.764559642423,volume,Convert fluid_ounce_uk to teaspoon_us: multiply by 5.764559642423303
fluid_ounce_uk,gallon_uk,0.00625,volume,Convert fluid_ounce_uk to gallon_uk: multiply by 0.0062499999999999995
fluid_ounce_uk,quart_uk,0.025,volume,Convert fluid_ounce_uk to quart_uk: multiply by 0.024999999999999998
fluid_ounce_uk,pint_uk,0.05,volume,Convert fluid_ounce_uk to pint_uk: multiply by 0.049999999999999996
fluid_ounce_uk,barrel_oil,0.000178712787,volume,Convert fluid_ounce_uk to barrel_oil: multiply by 0.00017871278653346055
fluid_ounce_uk,bushel_us,0.000806294331,volume,Convert fluid_ounce_uk to bushel_us: multiply by 0.0008062943308505475
fluid_ounce_uk,peck_us,0.003225177323,volume,Convert fluid_ounce_uk to peck_us: multiply by 0.00322517732340219
barrel_oil,liter,158.987294928,volume,Convert barrel_oil to liter: multiply by 158.987294928
barrel_oil,milliliter,158987.29492800002,volume,Convert barrel_oil to milliliter: multiply by 158987.29492800002
barrel_oil,centiliter,15898.729492800001,volume,Convert barrel_oil to centiliter: multiply by 15898.729492800001
barrel_oil,deciliter,1589.87294928,volume,Convert barrel_oil to deciliter: multiply by 1589.87294928
barrel_oil,hectoliter,1.58987294928,volume,Convert barrel_oil to hectoliter: multiply by 1.5898729492800001
barrel_oil,cubic_meter,0.158987294928,volume,Convert barrel_oil to cubic_meter: multiply by 0.158987294928
barrel_oil,cubic_centimeter,158987.29492800002,volume,Convert barrel_oil to cubic_centimeter: multiply by 158987.29492800002
barrel_oil,gallon_us,42.0,volume,Convert barrel_oil to gallon_us: multiply by 42.00000000000001
barrel_oil,quart_us,168.0,volume,Convert barrel_oil to quart_us: multiply by 168.00000000000003
barrel_oil,pint_us,336.0,volume,Convert barrel_oil to pint_us: multiply by 336.00000000000006
barrel_oil,cup_us,672.0,volume,Convert barrel_oil to cup_us: multiply by 672.0000000000001
barrel_oil,fluid_ounce_us,5376.000000000001,volume,Convert barrel_oil to fluid_ounce_us: multiply by 5376.000000000001
barrel_oil,tablespoon_us,10752.000000000002,volume,Convert barrel_oil to tablespoon_us: multiply by 10752.000000000002
barrel_oil,teaspoon_us,32256.000000000004,volume,Convert barrel_oil to teaspoon_us: multiply by 32256.000000000004
barrel_oil,gallon_uk,34.972315754418,volume,Convert barrel_oil to gallon_uk: multiply by 34.97231575441753
barrel_oil,quart_uk,139.88926301767,volume,Convert barrel_oil to quart_uk: multiply by 139.88926301767012
barrel_oil,pint_uk,279.77852603534,volume,Convert barrel_oil to pint_uk: multiply by 279.77852603534024
barrel_oil,fluid_ounce_uk,5595.570520706806,volume,Convert barrel_oil to fluid_ounce_uk: multiply by 5595.570520706806
barrel_oil,bushel_us,4.51167678872,volume,Convert barrel_oil to bushel_us: multiply by 4.511676788720344
barrel_oil,peck_us,18.046707154881,volume,Convert barrel_oil to peck_us: multiply by 18.046707154881375
bushel_us,liter,35.23907016688,volume,Convert bushel_us to liter: multiply by 35.23907016688
bushel_us,milliliter,35239.070166879996,volume,Convert bushel_us to milliliter: multiply by 35239.070166879996
bushel_us,centiliter,3523.907016688,volume,Convert bushel_us to centiliter: multiply by 3523.9070166879997
bushel_us,deciliter,352.3907016688,volume,Convert bushel_us to deciliter: multiply by 352.3907016688
bushel_us,hectoliter,0.352390701669,volume,Convert bushel_us to hectoliter: multiply by 0.3523907016688
bushel_us,cubic_meter,0.035239070167,volume,Convert bushel_us to cubic_meter: multiply by 0.03523907016688
bushel_us,cubic_centimeter,35239.070166879996,volume,Convert bushel_us to cubic_centimeter: multiply by 35239.070166879996
bushel_us,gallon_us,9.309177489177,volume,Convert bushel_us to gallon_us: multiply by 9.30917748917749
bushel_us,quart_us,37.23670995671,volume,Convert bushel_us to quart_us: multiply by 37.23670995670996
bushel_us,pint_us,74.47341991342,volume,Convert bushel_us to pint_us: multiply by 74.47341991341992
bushel_us,cup_us,148.94683982684,volume,Convert bushel_us to cup_us: multiply by 148.94683982683983
bushel_us,fluid_ounce_us,1191.574718614719,volume,Convert bushel_us to fluid_ounce_us: multiply by 1191.5747186147187
bushel_us,tablespoon_us,2383.149437229437,volume,Convert bushel_us to tablespoon_us: multiply by 2383.1494372294374
bushel_us,teaspoon_us,7149.448311688311,volume,Convert bushel_us to teaspoon_us: multiply by 7149.448311688311
bushel_us,gallon_uk,7.751511775367,volume,Convert bushel_us to gallon_uk: multiply by 7.751511775367402
bushel_us,quart_uk,31.00604710147,volume,Convert bushel_us to quart_uk: multiply by 31.00604710146961
bushel_us,pint_uk,62.012094202939,volume,Convert bushel_us to pint_uk: multiply by 62.01209420293922
bushel_us,fluid_ounce_uk,1240.241884058785,volume,Convert bushel_us to fluid_ounce_uk: multiply by 1240.2418840587845
bushel_us,barrel_oil,0.221647083076,volume,Convert bushel_us to barrel_oil: multiply by 0.22164708307565448
bushel_us,peck_us,4.0,volume,Convert bushel_us to peck_us: multiply by 4.0
peck_us,liter,8.80976754172,volume,Convert peck_us to liter: multiply by 8.80976754172
peck_us,milliliter,8809.767541719999,volume,Convert peck_us to milliliter: multiply by 8809.767541719999
peck_us,centiliter,880.976754172,volume,Convert peck_us to centiliter: multiply by 880.9767541719999
peck_us,deciliter,88.0976754172,volume,Convert peck_us to deciliter: multiply by 88.0976754172
peck_us,hectoliter,0.088097675417,volume,Convert peck_us to hectoliter: multiply by 0.0880976754172
peck_us,cubic_meter,0.008809767542,volume,Convert peck_us to cubic_meter: multiply by 0.00880976754172
peck_us,cubic_centimeter,8809.767541719999,volume,Convert peck_us to cubic_centimeter: multiply by 8809.767541719999
peck_us,gallon_us,2.327294372294,volume,Convert peck_us to gallon_us: multiply by 2.3272943722943724
peck_us,quart_us,9.309177489177,volume,Convert peck_us to quart_us: multiply by 9.30917748917749
peck_us,pint_us,18.618354978355,volume,Convert peck_us to pint_us: multiply by 18.61835497835498
peck_us,cup_us,37.23670995671,volume,Convert peck_us to cup_us: multiply by 37.23670995670996
peck_us,fluid_ounce_us,297.89367965368,volume,Convert peck_us to fluid_ounce_us: multiply by 297.89367965367967
peck_us,tablespoon_us,595.787359307359,volume,Convert peck_us to tablespoon_us: multiply by 595.7873593073593
peck_us,teaspoon_us,1787.362077922078,volume,Convert peck_us to teaspoon_us: multiply by 1787.3620779220778
peck_us,gallon_uk,1.937877943842,volume,Convert peck_us to gallon_uk: multiply by 1.9378779438418505
peck_us,quart_uk,7.751511775367,volume,Convert peck_us to quart_uk: multiply by 7.751511775367402
peck_us,pint_uk,15.503023550735,volume,Convert peck_us to pint_uk: multiply by 15.503023550734804
peck_us,fluid_ounce_uk,310.060471014696,volume,Convert peck_us to fluid_ounce_uk: multiply by 310.06047101469613
peck_us,barrel_oil,0.055411770769,volume,Convert peck_us to barrel_oil: multiply by 0.05541177076891362
peck_us,bushel_us,0.25,volume,Convert peck_us to bushel_us: multiply by 0.25
square_meter,square_kilometer,1e-06,area,Convert square_meter to square_kilometer: multiply by 1e-06
square_meter,square_centimeter,10000.0,area,Convert square_meter to square_centimeter: multiply by 10000.0
square_meter,square_millimeter,1000000.0,area,Convert square_meter to square_millimeter: multiply by 1000000.0
square_meter,hectare,0.0001,area,Convert square_meter to hectare: multiply by 0.0001
square_meter,are,0.01,area,Convert square_meter to are: multiply by 0.01
square_meter,acre,0.000247105381,area,Convert square_meter to acre: multiply by 0.0002471053814671653
square_meter,square_mile,3.86102e-07,area,Convert square_meter to square_mile: multiply by 3.861021585424458e-07
square_meter,square_yard,1.195990046301,area,Convert square_meter to square_yard: multiply by 1.1959900463010802
square_meter,square_foot,10.76391041671,area,Convert square_meter to square_foot: multiply by 10.763910416709722
square_meter,square_inch,1550.0031000062,area,Convert square_meter to square_inch: multiply by 1550.0031000062002
square_meter,square_rod,0.039536861035,area,Convert square_meter to square_rod: multiply by 0.039536861034746455
square_meter,rood,0.000988421526,area,Convert square_meter to rood: multiply by 0.0009884215258686613
square_meter,township,1.0725e-08,area,Convert square_meter to township: multiply by 1.0725059959512385e-08
square_meter,section,3.86102e-07,area,Convert square_meter to section: multiply by 3.861021585424458e-07
square_meter,dunam,0.001,area,Convert square_meter to dunam: multiply by 0.001
square_kilometer,square_meter,1000000.0,area,Convert square_kilometer to square_meter: multiply by 1000000.0
square_kilometer,square_centimeter,10000000000.0,area,Convert square_kilometer to square_centimeter: multiply by 10000000000.0
square_kilometer,square_millimeter,1000000000000.0,area,Convert square_kilometer to square_millimeter: multiply by 1000000000000.0
square_kilometer,hectare,100.0,area,Convert square_kilometer to hectare: multiply by 100.0
square_kilometer,are,10000.0,area,Convert square_kilometer to are: multiply by 10000.0
square_kilometer,acre,247.105381467165,area,Convert square_kilometer to acre: multiply by 247.10538146716533
square_kilometer,square_mile,0.386102158542,area,Convert square_kilometer to square_mile: multiply by 0.38610215854244584
square_kilometer,square_yard,1195990.0463010804,area,Convert square_kilometer to square_yard: multiply by 1195990.0463010804
square_kilometer,square_foot,10763910.416709721,area,Convert square_kilometer to square_foot: multiply by 10763910.416709721
square_kilometer,square_inch,1550003100.0062,area,Convert square_kilometer to square_inch: multiply by 1550003100.0062
square_kilometer,square_rod,39536.86103474646,area,Convert square_kilometer to square_rod: multiply by 39536.86103474646
square_kilometer,rood,988.421525868661,area,Convert square_kilometer to rood: multiply by 988.4215258686613
square_kilometer,township,0.01072505996,area,Convert square_kilometer to township: multiply by 0.010725059959512385
square_kilometer,section,0.386102158542,area,Convert square_kilometer to section: multiply by 0.38610215854244584
square_kilometer,dunam,1000.0,area,Convert square_kilometer to dunam: multiply by 1000.0
square_centimeter,square_meter,0.0001,area,Convert square_centimeter to square_meter: multiply by 0.0001
